"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"CAMP_DEPOSITOS";"SEXO"
"CLI0043386880";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0006698411";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0041246272";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0002435328";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0045830043";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0016490620";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";0;"HOMBRE"
"CLI0048488661";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"DR_00009772665";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0009894661";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0025591070";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"<600";0;"HOMBRE"
"CLI0025696866";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0006108909";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0046260812";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0009494342";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0042378477";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0080270087";"3_30_40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"R_10081294246";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0041199432";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0032865428";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0043700829";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0017415104";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0043006464";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042874371";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0032938941";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0043658517";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0010861813";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0019096106";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0040242830";"3_30_40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0023805877";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0044511243";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0021122304";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0045637589";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0046315682";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0001134402";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0002781455";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"R_10100388711";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0022092494";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0044760189";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0024967289";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047170978";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"R_10454658081";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0048281724";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0007206449";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0070227589";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0032272530";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0009454586";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0019211041";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0016664989";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0007632106";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0045220799";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0042714655";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0006554491";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0017899841";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0048111726";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0044642619";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0040919675";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0002884422";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0003889518";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0041602791";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0046491585";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0040012175";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0020056714";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0045576484";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0041360218";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0023920888";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0041345132";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0047068373";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0040927147";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"HOMBRE"
"CLI0045483721";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0045272348";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";1;"MUJER"
"CLI0019258224";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0040983977";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0076858489";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0041654645";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0016748434";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0047275667";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"DR_00043858200";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0018143727";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0044426165";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0021866233";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0029729396";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0041558815";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0009547605";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0045451059";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0021811758";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"R_10174358333";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0009013128";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0043115002";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0028806554";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0040320718";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0040657253";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0046288887";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0022518060";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0017919925";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"MUJER"
"CLI0073768375";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0040696163";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0045961999";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0006477225";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0047713879";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0006615344";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0019932735";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0001508491";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0009871066";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0043368156";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0042993921";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0044013213";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"DR_00008168649";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"HOMBRE"
"CLI0044061373";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0016528103";"4_PLUS40";"CASADO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0041460881";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0045848736";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0040294389";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0016726344";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0045461442";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0047032149";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0047736490";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0004721906";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0080600932";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0040102984";"3_30_40";"SOLTERO";"UNIVERSIDAD";"<600";0;"MUJER"
"CLI0009696810";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"MUJER"
"CLI0048363886";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0040087165";"3_30_40";"SOLTERO";"PRIMARIA";">=2000";0;"MUJER"
"CLI0005385522";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0021854745";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0006746161";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
"CLI0046454729";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0080125216";"3_30_40";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0072041319";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0080459139";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"HOMBRE"
"CLI0047295931";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0003843648";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0043644030";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0015622289";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0002886194";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0029449146";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0009744225";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0042182851";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0047096407";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0032834675";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0047461367";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0073347782";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0007031477";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0041763128";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0072214719";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";1;"HOMBRE"
"CLI0040165261";"3_30_40";"CASADO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0043002917";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0009576848";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"MUJER"
"CLI0044322973";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0017623634";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0044342556";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"HOMBRE"
"CLI0073393805";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0043275049";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0002438352";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0040542838";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"HOMBRE"
"CLI0043686553";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0004015542";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0045805969";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0040849846";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"HOMBRE"
"CLI0043185092";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0005363781";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0032904396";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";0;"HOMBRE"
"CLI0040622029";"3_30_40";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0047917037";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0043293762";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0025545985";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0043580478";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0023964217";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0043596840";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0042778296";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0072846483";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0027263838";"3_30_40";"SOLTERO";"UNIVERSIDAD";"<600";1;"MUJER"
"CLI0044743972";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0041656323";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0019098861";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0009445831";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0000091235";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"MUJER"
"CLI0040695877";"3_30_40";"SOLTERO";"PRIMARIA";"<600";1;"HOMBRE"
"CLI0043402517";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0032796637";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0046230502";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0040693508";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0047281909";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0043318101";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0046850603";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0009057847";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0041623175";"3_30_40";"SOLTERO";"PRIMARIA";"<600";1;"MUJER"
"CLI0007749834";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0017975184";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";0;"MUJER"
"CLI0015728939";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0001824184";"4_PLUS40";"SOLTERO";"PRIMARIA";">=2000";0;"HOMBRE"
"CLI0019520951";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0032984787";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0023818969";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0001007608";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0045543720";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0030423037";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0003504440";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0076203129";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0042720528";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0025758483";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0071413947";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0046458949";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0045891297";"2_MINUS30";"CASADO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0021789834";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0074153903";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0002298772";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0041398999";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0040211968";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0044928829";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0042606407";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0041220967";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0041073516";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0043641143";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0044522201";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0047352143";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";1;"HOMBRE"
"CLI0006180748";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";1;"MUJER"
"CLI0073855580";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";0;"MUJER"
"CLI0017890432";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0043267147";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0009981406";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";1;"MUJER"
"CLI0041842170";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0010116056";"3_30_40";"CASADO";"UNIVERSIDAD";">=2000";1;"MUJER"
"CLI0044393291";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0043147498";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0010640143";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0047855258";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";1;"MUJER"
"CLI0041401943";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0043268658";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0002448860";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0001087648";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0022253413";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";1;"HOMBRE"
"CLI0029431475";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0004811560";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0045859266";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0025330911";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";0;"HOMBRE"
"CLI0043100616";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"HOMBRE"
"CLI0043402365";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";0;"HOMBRE"
"CLI0047464743";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0029216815";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0041189295";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0047502825";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"MUJER"
"CLI0072754329";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0007513103";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"R_10701555151";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"MUJER"
"CLI0017577805";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";0;"MUJER"
"CLI0041485411";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";0;"HOMBRE"
"CLI0047527875";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";0;"HOMBRE"
"CLI0040936723";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"MUJER"
"CLI0010286271";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";0;"HOMBRE"
"CLI0040600011";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"HOMBRE"
"CLI0017988985";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0027280674";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";0;"HOMBRE"
"CLI0044905968";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"HOMBRE"
"CLI0046912928";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0044692317";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"HOMBRE"
"CLI0080208625";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";1;"MUJER"
"CLI0044679883";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";0;"MUJER"
"CLI0073173200";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";0;"HOMBRE"
"CLI0009066625";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";0;"HOMBRE"
"CLI0047650410";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";0;"MUJER"
"CLI0070464768";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";0;"MUJER"
"CLI0042508423";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";1;"MUJER"
"CLI0008253009";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";1;"MUJER"
